id	altmetric_id	authors	journal	type	altmetric_score	date	males	females	unknown	percmales	percfemales	percunknown
17163	15039707	['Haussler, Mark R.']	New England Journal of Medicine	article	3	1977-11-10T00:00:00+00:00	1	0	1	0.5	0	0.5
17306	32866138	['William D. Mattern', 'Donn Weinholtz', 'Charles P. Friedman']	New England Journal of Medicine	article	0	1983-05-12T00:00:00+00:00	2	0	1	0.666666666666667	0	0.333333333333333
17362	22640052	['Nancy E. Davidson']	New England Journal of Medicine	article	0	1992-03-26T00:00:00+00:00	0	1	0	0	1	0
18125	2198115	['Forcione DG', 'Alam HB', 'Kalva SP', 'Misdraji J']	New England Journal of Medicine	article	0.25	1970-01-01T01:00:00+00:00	0	0	4	0	0	1
19220	225834	['T. Pischon', 'H. Boeing', 'K. Hoffmann', 'M. Bergmann', 'M.B. Schulze', 'K. Overvad', 'Y.T. van der Schouw', 'E. Spencer', 'K.G.M. Moons', 'A. Tjønneland', 'J. Halkjaer', 'M.K. Jensen', 'J. Stegger', 'F. Clavel-Chapelon', 'M.-C. Boutron-Ruault', 'V. Chajes', 'J. Linseisen', 'R. Kaaks', 'A. Trichopoulou', 'D. Trichopoulos', 'C. Bamia', 'S. Sieri', 'D. Palli', 'R. Tumino', 'P. Vineis', 'S. Panico', 'P.H.M. Peeters', 'A.M. May', 'H.B. Bueno-de-Mesquita', 'F.J.B. van Duijnhoven', 'G. Hallmans', 'L. Weinehall', 'J. Manjer', 'B. Hedblad', 'E. Lund', 'A. Agudo', 'L. Arriola', 'A. Barricarte', 'C. Navarro', 'C. Martinez', 'J.R. Quirós', 'T. Key', 'S. Bingham', 'K.T. Khaw', 'P. Boffetta', 'M. Jenab', 'P. Ferrari', 'E. Riboli', 'Pischon, T', 'Boeing, H', 'Hoffmann, K', 'Bergmann, M', 'Schulze, M B', 'Overvad, K', 'van der Schouw, Y T', 'Spencer, E', 'Moons, K G M', 'Tjønneland, A', 'Halkjaer, J', 'Jensen, M K', 'Stegger, J', 'Clavel-Chapelon, F', 'Boutron-Ruault, M-C', 'Chajes, V', 'Linseisen, J', 'Kaaks, R', 'Trichopoulou, A', 'Trichopoulos, D', 'Bamia, C', 'Sieri, S', 'Palli, D', 'Tumino, R', 'Vineis, P', 'Panico, S', 'Peeters, P H M', 'May, A M', 'Bueno-de-Mesquita, H B', 'van Duijnhoven, F J B', 'Hallmans, G', 'Weinehall, L', 'Manjer, J', 'Hedblad, B', 'Lund, E', 'Agudo, A', 'Arriola, L', 'Barricarte, A', 'Navarro, C', 'Martinez, C', 'Quirós, J R', 'Key, T', 'Bingham, S', 'Khaw, K T', 'Boffetta, P', 'Jenab, M', 'Ferrari, P', 'Riboli, E', 'Pischon, T.', 'Boeing, H.', 'Hoffmann, K.', 'Bergmann, M.', 'Schulze, M.B.', 'Overvad, K.', 'van der Schouw, Y.T.', 'Spencer, E.', 'Moons, K.G.M.', 'Tjønneland, A.', 'Halkjaer, J.', 'Jensen, M.K.', 'Stegger, J.', 'Clavel-Chapelon, F.', 'Boutron-Ruault, M.-C.', 'Chajes, V.', 'Linseisen, J.', 'Kaaks, R.', 'Trichopoulou, A.', 'Trichopoulos, D.', 'Bamia, C.', 'Sieri, S.', 'Palli, D.', 'Tumino, R.', 'Vineis, P.', 'Panico, S.', 'Peeters, P.H.M.', 'May, A.M.', 'Bueno-de-Mesquita, H.B.', 'van Duijnhoven, F.J.B.', 'Hallmans, G.', 'Weinehall, L.', 'Manjer, J.', 'Hedblad, B.', 'Lund, E.', 'Agudo, A.', 'Arriola, L.', 'Barricarte, A.', 'Navarro, C.', 'Martinez, C.', 'Quirós, J.R.', 'Key, T.', 'Bingham, S.', 'Khaw, K.T.', 'Boffetta, P.', 'Jenab, M.', 'Ferrari, P.', 'Riboli, E.']	New England Journal of Medicine	article	171.912	2008-11-13T00:00:00+00:00	1	1	238	0.00416666666666667	0.00416666666666667	0.991666666666667
19315	139541	['John P Kinsella', 'Gary R Cutter', 'William F Walsh', 'Dale R Gerstmann', 'Carl L Bose', 'Claudia Hart', 'Kris C Sekar', 'Richard L Auten', 'Vinod K Bhutani', 'Jeffrey S Gerdes', 'Thomas N George', 'W Michael Southgate', 'Heather Carriedo', 'Robert J Couser', 'Mark C Mammel', 'David C Hall', 'Mariann Pappagallo', 'Smeeta Sardesai', 'John D Strain', 'Monika Baier', 'Steven H Abman', 'Kinsella JP', 'Cutter GR', 'Walsh WF', 'Gerstmann DR', 'Bose CL', 'Hart C', 'Sekar KC', 'Auten RL', 'Bhutani VK', 'Gerdes JS', 'George TN', 'Southgate WM', 'Carriedo H', 'Couser RJ', 'Mammel MC', 'Hall DC', 'Pappagallo M', 'Sardesai S', 'Strain JD', 'Baier M', 'Abman SH', 'John P. Kinsella', 'Gary R. Cutter', 'William F. Walsh', 'Dale R. Gerstmann', 'Carl L. Bose', 'Kris C. Sekar', 'Richard L. Auten', 'Vinod K. Bhutani', 'Jeffrey S. Gerdes', 'Thomas N. George', 'W. Michael Southgate', 'Robert J. Couser', 'Mark C. Mammel', 'David C. Hall', 'John D. Strain', 'Steven H. Abman']	New England Journal of Medicine	article	7	2006-07-27T00:00:00+00:00	17	3	38	0.293103448275862	0.0517241379310345	0.655172413793103
19533	3287373	['Steven Laureys', 'Laureys, Steven']	New England Journal of Medicine	article	3.25	2005-04-21T00:00:00+00:00	1	0	2	0.333333333333333	0	0.666666666666667
20357	32398297	None	New England Journal of Medicine	article	0	1998-04-30T00:00:00+00:00	0	0	1	0	0	1
21276	20817667	['Horstmann, Dorothy M.', 'Liebhaber, Harvey', 'Le Bouvier, George L.', 'Rosenberg, Donald A.Major', 'Halstead, Scott B.', 'Dorothy M. Horstmann', 'Harvey Liebhaber', 'George L. Le Bouvier', 'Donald A. Rosenberg', 'Scott B. Halstead']	New England Journal of Medicine	article	4	1970-10-08T00:00:00+00:00	4	1	10	0.266666666666667	0.0666666666666667	0.666666666666667
22815	994343	['Don Poldermans', 'Eric Boersma', 'Jeroen J. Bax', 'Ian R. Thomson', 'Louis L.M. van de Ven', 'Jan D. Blankensteijn', 'Hubert F. Baars', 'Tik-Ien Yo', 'Giuseppe Trocino', 'Carlo Vigna', 'Jos R.T.C. Roelandt', 'Paolo M. Fioretti', 'Bernard Paelinck', 'Hero van Urk', 'Poldermans, D', 'Boersma, E', 'Bax, J J', 'Thomson, I R', 'van de Ven, L L', 'Blankensteijn, J D', 'Baars, H F', 'Yo, T I', 'Trocino, G', 'Vigna, C', 'Roelandt, J R', 'van Urk, H', 'Poldermans, Don', 'Boersma, Eric', 'Bax, Jeroen J.', 'Thomson, Ian R.', 'van de Ven, Louis L.M.', 'Blankensteijn, Jan D.', 'Baars, Hubert F.', 'Yo, Tik-Ien', 'Trocino, Giuseppe', 'Vigna, Carlo', 'Roelandt, Jos R.T.C.', 'Fioretti, Paolo M.', 'Paelinck, Bernard', 'van Urk, Hero']	New England Journal of Medicine	article	55.028	1999-12-09T00:00:00+00:00	9	0	57	0.136363636363636	0	0.863636363636364
23234	4632237	['Dirk Bassler', 'Richard Plavka', 'Eric S. Shinwell', 'Mikko Hallman', 'Pierre-Henri Jarreau', 'Virgilio Carnielli', 'Johannes N. Van den Anker', 'Christoph Meisner', 'Corinna Engel', 'Matthias Schwab', 'Henry L. Halliday', 'Christian F. Poets', 'Bassler, Dirk', 'Plavka, Richard', 'Shinwell, Eric S', 'Hallman, Mikko', 'Jarreau, Pierre-Henri', 'Carnielli, Virgilio', 'Van den Anker, Johannes N', 'Meisner, Christoph', 'Engel, Corinna', 'Schwab, Matthias', 'Halliday, Henry L', 'Poets, Christian F', ', ', 'Shinwell, Eric S.', 'Van den Anker, Johannes N.', 'Halliday, Henry L.', 'Poets, Christian F.']	New England Journal of Medicine	article	124.092	2015-10-15T00:00:00+00:00	11	0	35	0.239130434782609	0	0.760869565217391
23302	1617638	['Sai-Juan Chen', 'Zhu Chen']	New England Journal of Medicine	article	1.75	2013-07-11T00:00:00+00:00	1	0	1	0.5	0	0.5
24981	16668506	['Hack, Maureen', 'Breslau, Naomi', 'Weissman, Barbara', 'Aram, Dorothy', 'Klein, Nancy', 'Borawski, Elaine']	New England Journal of Medicine	article	6	1991-07-25T00:00:00+00:00	0	6	6	0	0.5	0.5
25098	18024625	['Koratala, Abhilash', 'Bhatti, Vikrampal', 'Abhilash Koratala', 'Vikrampal Bhatti']	New England Journal of Medicine	article	204.458	2017-03-23T00:00:00+00:00	0	0	6	0	0	1
25563	15239552	None	New England Journal of Medicine	article	0	1988-06-30T00:00:00+00:00	0	0	1	0	0	1
26318	22519029	['Saber W', 'Williams EC']	New England Journal of Medicine	article	0	2008-08-06T23:00:00+00:00	0	0	2	0	0	1
26697	825813	['Min Jiang', 'Dan Wei', 'Wei-Lin Ou', 'Kun-Xiong Li', 'Dian-Zhong Luo', 'Yun-Qian Li', 'E Chen', 'Guang-Min Nong']	New England Journal of Medicine	article	5.5	2012-07-05T00:00:00+00:00	1	2	5	0.125	0.25	0.625
26722	41667301	['James R. Neill', 'J. Willis Hurst', 'Eric L. J. Penfold']	New England Journal of Medicine	article	3	1961-04-06T00:00:00+00:00	2	0	1	0.666666666666667	0	0.333333333333333
27208	4811466	['Andrew D. Bersten', 'Andrew W. Holt', 'Alnis E. Vedig', 'George A. Skowronski', 'Christopher J. Baggoley']	New England Journal of Medicine	article	0.5	1991-12-26T00:00:00+00:00	3	0	2	0.6	0	0.4
27568	42100057	['Michael F. Greene']	New England Journal of Medicine	article	3	2000-10-19T00:00:00+00:00	1	0	0	1	0	0
27589	5017949	['Darren B. Taichman', 'Joyce Backus', 'Christopher Baethge', 'Howard Bauchner', 'Peter W. de Leeuw', 'Jeffrey M. Drazen', 'John Fletcher', 'Frank A. Frizelle', 'Trish Groves', 'Abraham Haileamlak', 'Astrid James', 'Christine Laine', 'Larry Peiperl', 'Anja Pinborg', 'Peush Sahni', 'Sinan Wu', 'Taichman, Darren B', 'Backus, Joyce', 'Baethge, Christopher', 'Bauchner, Howard', 'de Leeuw, Peter W', 'Drazen, Jeffrey M', 'Fletcher, John', 'Frizelle, Frank A', 'Groves, Trish', 'Haileamlak, Abraham', 'James, Astrid', 'Laine, Christine', 'Peiperl, Larry', 'Pinborg, Anja', 'Sahni, Peush', 'Wu, Sinan', 'Taichman, Darren B.', 'de Leeuw, Peter W.', 'Drazen, Jeffrey M.', 'Frizelle, Frank A.']	New England Journal of Medicine	article	312.922	2016-01-20T00:00:00+00:00	11	5	40	0.196428571428571	0.0892857142857143	0.714285714285714
28069	2421382	['Paul D. White', 'White, Paul D.']	New England Journal of Medicine	article	18.35	1957-05-23T00:00:00+00:00	1	0	2	0.333333333333333	0	0.666666666666667
28810	16159952	['Noe, Frances E.']	New England Journal of Medicine	article	3	1959-11-12T00:00:00+00:00	0	1	1	0	0.5	0.5
29671	3154838	None	New England Journal of Medicine	article	3	2006-04-27T00:00:00+00:00	0	0	1	0	0	1
29868	43186175	['DiNardo, Courtney D.', 'Stein, Eytan M.', 'de Botton, Stéphane', 'Roboz, Gail J.', 'Altman, Jessica K.', 'Mims, Alice S.', 'Swords, Ronan', 'Collins, Robert H.', 'Mannis, Gabriel N.', 'Pollyea, Daniel A.', 'Donnellan, Will', 'Fathi, Amir T.', 'Pigneux, Arnaud', 'Erba, Harry P.', 'Prince, Gabrielle T.', 'Stein, Anthony S.', 'Uy, Geoffrey L.', 'Foran, James M.', 'Traer, Elie', 'Stuart, Robert K.', 'Arellano, Martha L.', 'Slack, James L.', 'Sekeres, Mikkael A.', 'Willekens, Christophe', 'Choe, Sung', 'Wang, Hongfang', 'Zhang, Vickie', 'Yen, Katharine E.', 'Kapsalis, Stephanie M.', 'Yang, Hua', 'Dai, David', 'Fan, Bin', 'Goldwasser, Meredith', 'Liu, Hua', 'Agresta, Sam', 'Wu, Bin', 'Attar, Eyal C.', 'Tallman, Martin S.', 'Stone, Richard M.', 'Kantarjian, Hagop M.', 'Courtney D. DiNardo', 'Eytan M. Stein', 'Stéphane de Botton', 'Gail J. Roboz', 'Jessica K. Altman', 'Alice S. Mims', 'Ronan Swords', 'Robert H. Collins', 'Gabriel N. Mannis', 'Daniel A. Pollyea', 'Will Donnellan', 'Amir T. Fathi', 'Arnaud Pigneux', 'Harry P. Erba', 'Gabrielle T. Prince', 'Anthony S. Stein', 'Geoffrey L. Uy', 'James M. Foran', 'Elie Traer', 'Robert K. Stuart', 'Martha L. Arellano', 'James L. Slack', 'Mikkael A. Sekeres', 'Christophe Willekens', 'Sung Choe', 'Hongfang Wang', 'Vickie Zhang', 'Katharine E. Yen', 'Stephanie M. Kapsalis', 'Hua Yang', 'David Dai', 'Bin Fan', 'Meredith Goldwasser', 'Hua Liu', 'Sam Agresta', 'Bin Wu', 'Eyal C. Attar', 'Martin S. Tallman', 'Richard M. Stone', 'Hagop M. Kantarjian']	New England Journal of Medicine	article	138.674	2018-06-02T00:00:00+00:00	19	9	92	0.158333333333333	0.075	0.766666666666667
30155	5582575	['Harrington RA', 'Stone GW', 'McNulty S', 'White HD', 'Lincoff AM', 'Gibson CM', 'Pollack CV Jr', 'Montalescot G', 'Mahaffey KW', 'Kleiman NS', 'Goodman SG', 'Amine M', 'Angiolillo DJ', 'Becker RC', 'Chew DP', 'French WJ', 'Leisch F', 'Parikh KH', 'Skerjanec S', 'Bhatt DL', 'Robert A. Harrington', 'Gregg W. Stone', 'Steven McNulty', 'Harvey D. White', 'A. Michael Lincoff', 'C. Michael Gibson', 'Charles V. Pollack', 'Gilles Montalescot', 'Kenneth W. Mahaffey', 'Neal S. Kleiman', 'Shaun G. Goodman', 'Maged Amine', 'Dominick J. Angiolillo', 'Richard C. Becker', 'Derek P. Chew', 'William J. French', 'Franz Leisch', 'Keyur H. Parikh', 'Simona Skerjanec', 'Deepak L. Bhatt', 'Harrington, Robert A.', 'Stone, Gregg W.', 'McNulty, Steven', 'White, Harvey D.', 'Lincoff, A. Michael', 'Gibson, C. Michael', 'Pollack, Charles V. Jr.', 'Montalescot, Gilles', 'Mahaffey, Kenneth W.', 'Kleiman, Neal S.', 'Goodman, Shaun G.', 'Amine, Maged', 'Angiolillo, Dominick J.', 'Becker, Richard C.', 'Chew, Derek P.', 'French, William J.', 'Leisch, Franz', 'Parikh, Keyur H.', 'Skerjanec, Simona', 'Bhatt, Deepak L.']	New England Journal of Medicine	article	14.136	2009-12-10T00:00:00+00:00	16	1	63	0.2	0.0125	0.7875
30296	1722713	['David S. Wald', 'Joan K. Morris', 'Nicholas J. Wald', 'Alexander J. Chase', 'Richard J. Edwards', 'Liam O. Hughes', 'Colin Berry', 'Keith G. Oldroyd', 'Wald DS', 'Morris JK', 'Wald NJ', 'Chase AJ', 'Edwards RJ', 'Hughes LO', 'Berry C', 'Oldroyd KG', 'Wald, David S.', 'Morris, Joan K.', 'Wald, Nicholas J.', 'Chase, Alexander J.', 'Edwards, Richard J.', 'Hughes, Liam O.', 'Berry, Colin', 'Oldroyd, Keith G.']	New England Journal of Medicine	article	230.788	2013-09-01T00:00:00+00:00	10	1	21	0.3125	0.03125	0.65625
30566	42117877	None	New England Journal of Medicine	article	3	1990-11-08T00:00:00+00:00	0	0	1	0	0	1
31013	2099259	['Basu A', 'Jacobs M']	New England Journal of Medicine	article	1	2009-12-20T00:00:00+00:00	0	0	2	0	0	1
31067	1944562	['Richard C. Cabot', 'Nancy Lee Harris', 'William F. McNeely', 'Jo-Anne O. Shepard', 'Sally H. Ebeling', 'Stacey M. Ellender', 'Christine C. Peters', 'Andrew L. Warshaw', 'William R. Brugge', 'Kent B. Lewandrowski', 'Martha B. Pitman']	New England Journal of Medicine	article	0.5	2003-11-13T00:00:00+00:00	4	7	0	0.363636363636364	0.636363636363636	0
31275	2877403	['Bruno Riou', 'Patrick Barriot', 'Alain Rimailho', 'Frederic J. Baud', 'Riou, B', 'Barriot, P', 'Rimailho, A', 'Baud, F J']	New England Journal of Medicine	article	3	1988-01-07T00:00:00+00:00	4	0	8	0.333333333333333	0	0.666666666666667
31392	22678556	['Aaron S. Kesselheim']	New England Journal of Medicine	article	0	2010-12-09T00:00:00+00:00	1	0	0	1	0	0
32252	28117808	None	New England Journal of Medicine	article	0	1985-05-02T00:00:00+00:00	0	0	1	0	0	1
33168	1631905	['Peter J. Neumann']	New England Journal of Medicine	article	50.878	2013-07-18T00:00:00+00:00	1	0	0	1	0	0
33562	28133699	['Hochman, Judith S.', 'Katz, Stuart', 'Judith S. Hochman', 'Stuart Katz']	New England Journal of Medicine	article	148.55	2017-10-30T00:00:00+00:00	1	1	4	0.166666666666667	0.166666666666667	0.666666666666667
33624	147759	['Hiroki Yamaguchi', 'Rodrigo T. Calado', 'Hinh Ly', 'Sachiko Kajigaya', 'Gabriela M. Baerlocher', 'Stephen J. Chanock', 'Peter M. Lansdorp', 'Neal S. Young', 'Yamaguchi, Hiroki', 'Calado, Rodrigo T.', 'Ly, Hinh', 'Kajigaya, Sachiko', 'Baerlocher, Gabriela M.', 'Chanock, Stephen J.', 'Lansdorp, Peter M.', 'Young, Neal S.']	New England Journal of Medicine	article	10	2005-04-07T00:00:00+00:00	4	1	19	0.166666666666667	0.0416666666666667	0.791666666666667
33812	41936604	None	New England Journal of Medicine	article	3	1983-12-15T00:00:00+00:00	0	0	1	0	0	1
34262	4362151	['Krishnamoorthy KS', 'Eichler FS', 'Goyal NA', 'Small JE', 'Snuderl M']	New England Journal of Medicine	article	0.25	2010-01-28T00:00:00+00:00	0	1	4	0	0.2	0.8
35413	16159881	['Hadler, Stephen C.', 'Webster, Hannah M.', 'Erben, John J.', 'Swanson, Judith E.', 'Maynard, James E.']	New England Journal of Medicine	article	3	1980-05-29T00:00:00+00:00	3	2	5	0.3	0.2	0.5
36431	3273018	['Paul Angulo']	New England Journal of Medicine	article	24.5	2002-04-18T00:00:00+00:00	1	0	0	1	0	0
36692	700184	['Marion Nestle', 'Nestle, Marion']	New England Journal of Medicine	article	57.374	2006-06-15T00:00:00+00:00	0	1	2	0	0.333333333333333	0.666666666666667
38333	22666979	['Brynjolfsson, G']	New England Journal of Medicine	article	0	1967-09-21T00:00:00+00:00	0	0	2	0	0	1
39190	2849863	['M P Nageotte', 'D Larson', 'P J Rumney', 'M Sidhu', 'K Hollenbach', 'Nageotte, M P', 'Larson, D', 'Rumney, P J', 'Sidhu, M', 'Hollenbach, K']	New England Journal of Medicine	article	9	1997-12-11T00:00:00+00:00	0	0	15	0	0	1
