id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
26697	825813	['Min Jiang', 'Dan Wei', 'Wei-Lin Ou', 'Kun-Xiong Li', 'Dian-Zhong Luo', 'Yun-Qian Li', 'E Chen', 'Guang-Min Nong']	New England Journal of Medicine	article	10.1056/nejmc1110981	5.5	2012-07-05T00:00:00+00:00	2012	7	4	3	1	0.5	0.375	0.125	8	male	0.68			lastfirst	Min Jiang, Dan Wei, Wei-Lin Ou, Kun-Xiong Li, Dian-Zhong Luo, Yun-Qian Li, E Chen, Guang-Min Nong
27589	5017949	['Darren B. Taichman', 'Joyce Backus', 'Christopher Baethge', 'Howard Bauchner', 'Peter W. de Leeuw', 'Jeffrey M. Drazen', 'John Fletcher', 'Frank A. Frizelle', 'Trish Groves', 'Abraham Haileamlak', 'Astrid James', 'Christine Laine', 'Larry Peiperl', 'Anja Pinborg', 'Peush Sahni', 'Sinan Wu', 'Taichman, Darren B', 'Backus, Joyce', 'Baethge, Christopher', 'Bauchner, Howard', 'de Leeuw, Peter W', 'Drazen, Jeffrey M', 'Fletcher, John', 'Frizelle, Frank A', 'Groves, Trish', 'Haileamlak, Abraham', 'James, Astrid', 'Laine, Christine', 'Peiperl, Larry', 'Pinborg, Anja', 'Sahni, Peush', 'Wu, Sinan', 'Taichman, Darren B.', 'de Leeuw, Peter W.', 'Drazen, Jeffrey M.', 'Frizelle, Frank A.']	New England Journal of Medicine	article	10.1056/nejme1515172	312.922	2016-01-20T00:00:00+00:00	2016	1	11	5	0	0.6875	0.3125	0	16	female	0.96	male	0.99	firstlast	Joyce Backus, Christopher Baethge, Howard Bauchner, John Fletcher, Trish Groves, Abraham Haileamlak, Astrid James, Christine Laine, Larry Peiperl, Anja Pinborg, Peush Sahni, Sinan Wu, Darren Taichman, Peter deLeeuw, Jeffrey Drazen, Frank Frizelle
29868	43186175	['DiNardo, Courtney D.', 'Stein, Eytan M.', 'de Botton, Stéphane', 'Roboz, Gail J.', 'Altman, Jessica K.', 'Mims, Alice S.', 'Swords, Ronan', 'Collins, Robert H.', 'Mannis, Gabriel N.', 'Pollyea, Daniel A.', 'Donnellan, Will', 'Fathi, Amir T.', 'Pigneux, Arnaud', 'Erba, Harry P.', 'Prince, Gabrielle T.', 'Stein, Anthony S.', 'Uy, Geoffrey L.', 'Foran, James M.', 'Traer, Elie', 'Stuart, Robert K.', 'Arellano, Martha L.', 'Slack, James L.', 'Sekeres, Mikkael A.', 'Willekens, Christophe', 'Choe, Sung', 'Wang, Hongfang', 'Zhang, Vickie', 'Yen, Katharine E.', 'Kapsalis, Stephanie M.', 'Yang, Hua', 'Dai, David', 'Fan, Bin', 'Goldwasser, Meredith', 'Liu, Hua', 'Agresta, Sam', 'Wu, Bin', 'Attar, Eyal C.', 'Tallman, Martin S.', 'Stone, Richard M.', 'Kantarjian, Hagop M.', 'Courtney D. DiNardo', 'Eytan M. Stein', 'Stéphane de Botton', 'Gail J. Roboz', 'Jessica K. Altman', 'Alice S. Mims', 'Ronan Swords', 'Robert H. Collins', 'Gabriel N. Mannis', 'Daniel A. Pollyea', 'Will Donnellan', 'Amir T. Fathi', 'Arnaud Pigneux', 'Harry P. Erba', 'Gabrielle T. Prince', 'Anthony S. Stein', 'Geoffrey L. Uy', 'James M. Foran', 'Elie Traer', 'Robert K. Stuart', 'Martha L. Arellano', 'James L. Slack', 'Mikkael A. Sekeres', 'Christophe Willekens', 'Sung Choe', 'Hongfang Wang', 'Vickie Zhang', 'Katharine E. Yen', 'Stephanie M. Kapsalis', 'Hua Yang', 'David Dai', 'Bin Fan', 'Meredith Goldwasser', 'Hua Liu', 'Sam Agresta', 'Bin Wu', 'Eyal C. Attar', 'Martin S. Tallman', 'Richard M. Stone', 'Hagop M. Kantarjian']	New England Journal of Medicine	article	10.1056/nejmoa1716984	138.674	2018-06-02T00:00:00+00:00	2018	6	29	11	0	0.725	0.275	0	40	female	0.79	male	0.97	lastfirst	DiNardo Courtney, Stein Eytan, deBotton Stéphane, Roboz Gail, Altman Jessica, Mims Alice, Swords Ronan, Collins Robert, Mannis Gabriel, Pollyea Daniel, Donnellan Will, Fathi Amir, Pigneux Arnaud, Erba Harry, Prince Gabrielle, Stein Anthony, Uy Geoffrey, Foran James, Traer Elie, Stuart Robert, Arellano Martha, Slack James, Sekeres Mikkael, Willekens Christophe, Choe Sung, Wang Hongfang, Zhang Vickie, Yen Katharine, Kapsalis Stephanie, Yang Hua, Dai David, Fan Bin, Goldwasser Meredith, Liu Hua, Agresta Sam, Wu Bin, Attar Eyal, Tallman Martin, Stone Richard, Kantarjian Hagop
30296	1722713	['David S. Wald', 'Joan K. Morris', 'Nicholas J. Wald', 'Alexander J. Chase', 'Richard J. Edwards', 'Liam O. Hughes', 'Colin Berry', 'Keith G. Oldroyd', 'Wald DS', 'Morris JK', 'Wald NJ', 'Chase AJ', 'Edwards RJ', 'Hughes LO', 'Berry C', 'Oldroyd KG', 'Wald, David S.', 'Morris, Joan K.', 'Wald, Nicholas J.', 'Chase, Alexander J.', 'Edwards, Richard J.', 'Hughes, Liam O.', 'Berry, Colin', 'Oldroyd, Keith G.']	New England Journal of Medicine	article	10.1056/nejmoa1305520	230.788	2013-09-01T00:00:00+00:00	2013	9	8	0	0	1	0	0	8	male	0.99	male	0.98	firstlast	David Wald, Joan Morris, Nicholas Wald, Alexander Chase, Richard Edwards, Liam Hughes, Colin Berry, Keith Oldroyd
33168	1631905	['Peter J. Neumann']	New England Journal of Medicine	article	10.1056/nejmp1300312	50.878	2013-07-18T00:00:00+00:00	2013	7	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Peter Neumann
33562	28133699	['Hochman, Judith S.', 'Katz, Stuart', 'Judith S. Hochman', 'Stuart Katz']	New England Journal of Medicine	article	10.1056/nejme1713341	148.55	2017-10-30T00:00:00+00:00	2017	10	1	1	0	0.5	0.5	0	2	female	0.98	male	0.99	lastfirst	Hochman Judith, Katz Stuart
41113	1479887	['Richard C. Cabot', 'Nancy Lee Harris', 'Eric S. Rosenberg', 'Jo-Anne O. Shepard', 'Alice M. Cort', 'Sally H. Ebeling', 'Emily K. McDonald', 'Jatin M. Vyas', 'R. Gilberto González', 'Virginia M. Pierce']	New England Journal of Medicine	article	10.1056/nejmcpc1302330	21.708	2013-05-16T00:00:00+00:00	2013	5	3	6	1	0.3	0.6	0.1	10	male	0.99			firstlast	Richard Cabot, Nancy Lee, Eric Rosenberg, Jo-Anne Shepard, Alice Cort, Sally Ebeling, Emily McDonald, Jatin Vyas, R Gilberto, Virginia Pierce
41805	1722776	['Robert A. Byrne', 'Adnan Kastrati']	New England Journal of Medicine	article	10.1056/nejme1310361	25.008	2013-08-31T00:00:00+00:00	2013	8	2	0	0	1	0	0	2	male	0.99	male	0.97	firstlast	Robert Byrne, Adnan Kastrati
45086	4393697	['Charo, R Alta', 'Charo, R. Alta', 'R. Alta Charo']	New England Journal of Medicine	article	10.1056/nejmp1510279	485.51	2015-08-13T22:00:14+00:00	2015	8	0	1	0	0	1	0	1	female	0.96	female	0.96	firstlast	Charo Alta
50604	27322215	['Asch, David A.', 'Ziolek, Tracy A.', 'Mehta, Shivan J.', 'David A. Asch', 'Tracy A. Ziolek', 'Shivan J. Mehta']	New England Journal of Medicine	article	10.1056/nejmp1707991	184.85	2017-10-12T00:00:00+00:00	2017	10	2	1	0	0.666666666666667	0.333333333333333	0	3	male	0.99	male	0.92	lastfirst	Asch David, Ziolek Tracy, Mehta Shivan
57226	4661796	['Biousse, Valerie', 'Newman, Nancy J']	New England Journal of Medicine	article	10.1056/nejmc1509058	1.75	2015-10-22T22:00:11+00:00	2015	10	1	1	0	0.5	0.5	0	2	female	0.98	male	0.97	firstlast	Biousse Valerie, Newman Nancy
58970	1871604	['Richard C. Cabot', 'Eric S. Rosenberg', 'Nancy Lee Harris', 'Jo-Anne O. Shepard', 'Alice M. Cort', 'Sally H. Ebeling', 'Emily K. McDonald', 'MingMing Ning', 'R. Gilberto Gonzalez', 'Ning M', 'Gonzalez RG']	New England Journal of Medicine	article	10.1056/nejmcpc1302431	18.408	2013-10-31T00:00:00+00:00	2013	10	2	6	2	0.2	0.6	0.2	10	male	0.99			firstlast	Richard Cabot, Eric Rosenberg, Nancy Lee, Jo-Anne Shepard, Alice Cort, Sally Ebeling, Emily McDonald, R Gilberto, MingMing Ning, Gonzalez R
61074	4701256	"[""""O'Keefe, Regis J""""]"	New England Journal of Medicine	article	10.1056/nejmcibr1510090	53.65	2015-10-29T22:00:10+00:00	2015	10	1	0	0	1	0	0	1	male	0.98	male	0.98	lastfirst	O'Keefe Regis
62141	565204	['Lok AS', 'Gardiner DF', 'Lawitz E', 'Martorell C', 'Everson GT', 'Ghalib R', 'Reindollar R', 'Rustgi V', 'McPhee F', 'Wind-Rotolo M', 'Persson A', 'Zhu K', 'Dimitrova DI', 'Eley T', 'Guo T', 'Grasela DM', 'Pasquinelli C', 'Anna S. Lok', 'David F. Gardiner', 'Eric Lawitz', 'Claudia Martorell', 'Gregory T. Everson', 'Reem Ghalib', 'Robert Reindollar', 'Vinod Rustgi', 'Fiona McPhee', 'Megan Wind-Rotolo', 'Anna Persson', 'Kurt Zhu', 'Dessislava I. Dimitrova', 'Timothy Eley', 'Tong Guo', 'Dennis M. Grasela', 'Claudio Pasquinelli', 'Lok, Anna S.', 'Gardiner, David F.', 'Lawitz, Eric', 'Martorell, Claudia', 'Everson, Gregory T.', 'Ghalib, Reem', 'Reindollar, Robert', 'Rustgi, Vinod', 'McPhee, Fiona', 'Wind-Rotolo, Megan', 'Persson, Anna', 'Zhu, Kurt', 'Dimitrova, Dessislava I.', 'Eley, Timothy', 'Guo, Tong', 'Grasela, Dennis M.', 'Pasquinelli, Claudio']	New England Journal of Medicine	article	10.1056/nejmoa1104430	41.384	2012-01-21T00:00:00+00:00	2012	1	9	8	0	0.529411764705882	0.470588235294118	0	17	female	0.98	male	0.99	lastfirst	Lok Anna, Gardiner David, Lawitz Eric, Martorell Claudia, Everson Gregory, Ghalib Reem, Reindollar Robert, Rustgi Vinod, McPhee Fiona, Wind-Rotolo Megan, Persson Anna, Zhu Kurt, Dimitrova Dessislava, Eley Timothy, Guo Tong, Dennis Grasela, Pasquinelli Claudio
62524	7596952	['Townsley, Danielle M.', 'Danielle M. Townsley', 'Bogdan Dumitriu', 'Delong Liu', 'Angélique Biancotto', 'Barbara Weinstein', 'Christina Chen', 'Nathan Hardy', 'Andrew D. Mihalek', 'Shilpa Lingala', 'Yun Ju Kim', 'Jianhua Yao', 'Elizabeth Jones', 'Bernadette R. Gochuico', 'Theo Heller', 'Colin O. Wu', 'Rodrigo T. Calado', 'Phillip Scheinberg', 'Neal S. Young', 'Townsley, Danielle M', 'Dumitriu, Bogdan', 'Liu, Delong', 'Biancotto, Angélique', 'Weinstein, Barbara', 'Chen, Christina', 'Hardy, Nathan', 'Mihalek, Andrew D', 'Lingala, Shilpa', 'Kim, Yun Ju', 'Yao, Jianhua', 'Jones, Elizabeth', 'Gochuico, Bernadette R', 'Heller, Theo', 'Wu, Colin O', 'Calado, Rodrigo T', 'Scheinberg, Phillip', 'Young, Neal S']	New England Journal of Medicine	article	10.1056/nejmoa1515319	281.92	2016-05-19T00:00:00+00:00	2016	5	13	3	2	0.722222222222222	0.166666666666667	0.111111111111111	18	female	0.97	male	0.83	lastfirst	Townsley Danielle, Bogdan Dumitriu, Delong Liu, Angélique Biancotto, Barbara Weinstein, Christina Chen, Nathan Hardy, Andrew Mihalek, Shilpa Lingala, Yun Ju, Jianhua Yao, Elizabeth Jones, Bernadette Gochuico, Theo Heller, Colin Wu, Rodrigo Calado, Phillip Scheinberg, Neal Young
69400	1724214	['William R. Hiatt', 'Sanjay Kaul', 'Robert J. Smith', 'Hiatt, William R.', 'Kaul, Sanjay', 'Smith, Robert J.']	New England Journal of Medicine	article	10.1056/nejmp1309610	102.15	2013-09-02T00:00:00+00:00	2013	9	3	0	0	1	0	0	3	male	0.99	male	0.99	firstlast	William Hiatt, Sanjay Kaul, Robert Smith
73663	28082270	['Tarnow-Mordi, William', 'Morris, Jonathan', 'Kirby, Adrienne', 'Robledo, Kristy', 'Askie, Lisa', 'Brown, Rebecca', 'Evans, Nicholas', 'Finlayson, Sarah', 'Fogarty, Michael', 'Gebski, Val', 'Ghadge, Alpana', 'Hague, Wendy', 'Isaacs, David', 'Jeffery, Michelle', 'Keech, Anthony', 'Kluckow, Martin', 'Popat, Himanshu', 'Sebastian, Lucille', 'Aagaard, Kjersti', 'Belfort, Michael', 'Pammi, Mohan', 'Abdel-Latif, Mohamed', 'Reynolds, Graham', 'Ariff, Shabina', 'Sheikh, Lumaan', 'Chen, Yan', 'Colditz, Paul', 'Liley, Helen', 'Pritchard, Margo', 'de Luca, Daniele', 'de Waal, Koert', 'Forder, Peta', 'Duley, Lelia', 'El-Naggar, Walid', 'Gill, Andrew', 'Newnham, John', 'Simmer, Karen', 'Groom, Katie', 'Weston, Philip', 'Gullam, Joanna', 'Patel, Harshad', 'Koh, Guan', 'Lui, Kei', 'Marlow, Neil', 'Morris, Scott', 'Sehgal, Arvind', 'Wallace, Euan', 'Soll, Roger', 'Young, Leslie', 'Sweet, David', 'Walker, Susan', 'Watkins, Andrew', 'Wright, Ian', 'Osborn, David', 'Simes, John', 'William Tarnow-Mordi', 'Jonathan Morris', 'Adrienne Kirby', 'Kristy Robledo', 'Lisa Askie', 'Rebecca Brown', 'Nicholas Evans', 'Sarah Finlayson', 'Michael Fogarty', 'Val Gebski', 'Alpana Ghadge', 'Wendy Hague', 'David Isaacs', 'Michelle Jeffery', 'Anthony Keech', 'Martin Kluckow', 'Himanshu Popat', 'Lucille Sebastian', 'Kjersti Aagaard', 'Michael Belfort', 'Mohan Pammi', 'Mohamed Abdel-Latif', 'Graham Reynolds', 'Shabina Ariff', 'Lumaan Sheikh', 'Yan Chen', 'Paul Colditz', 'Helen Liley', 'Margo Pritchard', 'Daniele de Luca', 'Koert de Waal', 'Peta Forder', 'Lelia Duley', 'Walid El-Naggar', 'Andrew Gill', 'John Newnham', 'Karen Simmer', 'Katie Groom', 'Philip Weston', 'Joanna Gullam', 'Harshad Patel', 'Guan Koh', 'Kei Lui', 'Neil Marlow', 'Scott Morris', 'Arvind Sehgal', 'Euan Wallace', 'Roger Soll', 'Leslie Young', 'David Sweet', 'Susan Walker', 'Andrew Watkins', 'Ian Wright', 'David Osborn', 'John Simes']	New England Journal of Medicine	article	10.1056/nejmoa1711281	535.35	2017-10-29T00:00:00+00:00	2017	10	33	21	1	0.6	0.381818181818182	0.0181818181818182	55	male	0.99	male	0.99	lastfirst	Tarnow-Mordi William, Morris Jonathan, Kirby Adrienne, Robledo Kristy, Askie Lisa, Brown Rebecca, Evans Nicholas, Finlayson Sarah, Fogarty Michael, Gebski Val, Ghadge Alpana, Hague Wendy, Isaacs David, Jeffery Michelle, Keech Anthony, Kluckow Martin, Popat Himanshu, Sebastian Lucille, Aagaard Kjersti, Belfort Michael, Pammi Mohan, Abdel-Latif Mohamed, Reynolds Graham, Ariff Shabina, Sheikh Lumaan, Chen Yan, Colditz Paul, Liley Helen, Pritchard Margo, deLuca Daniele, deWaal Koert, Forder Peta, Duley Lelia, El-Naggar Walid, Gill Andrew, Newnham John, Simmer Karen, Groom Katie, Weston Philip, Gullam Joanna, Patel Harshad, Koh Guan, Lui Kei, Marlow Neil, Morris Scott, Sehgal Arvind, Wallace Euan, Soll Roger, Young Leslie, Sweet David, Walker Susan, Watkins Andrew, Wright Ian, Osborn David, Simes John
75604	1146260	['Kucher N', 'Nils Kucher']	New England Journal of Medicine	article	10.1056/nejmcp1008740	8.08	2011-03-05T00:00:00+00:00	2011	3	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Kucher Nils
77262	2505113	['Asfar P', 'Teboul JL', 'Radermacher P']	New England Journal of Medicine	article	10.1056/nejmc1406276	1.75	2014-07-17T00:00:00+00:00	2014	7	0	0	3	0	0	1	3					nofirstname	Asfar P, Teboul J, Radermacher P
80237	1395726	['Jeffrey M. Drazen', 'Caren G. Solomon', 'Michael F. Greene', 'Drazen JM', 'Solomon CG', 'Greene MF', 'Drazen, Jeffrey M.']	New England Journal of Medicine	article	10.1056/nejme1304996	99.548	2013-04-17T00:00:00+00:00	2013	4	2	1	0	0.666666666666667	0.333333333333333	0	3	female	0.98	male	0.99	firstlast	Caren Solomon, Michael Greene, Jeffrey Drazen
86235	2910637	['Kristian R Olson', 'Suzanne K Freitag', 'Jason M Johnson', 'John A Branda', 'Olson, Kristian R.', 'Freitag, Suzanne K.', 'Johnson, Jason M.', 'Branda, John A.', 'Richard C. Cabot', 'Eric S. Rosenberg', 'Nancy Lee Harris', 'Jo-Anne O. Shepard', 'Alice M. Cort', 'Sally H. Ebeling', 'Emily K. McDonald', 'Kristian R. Olson', 'Suzanne K. Freitag', 'Jason M. Johnson', 'John A. Branda']	New England Journal of Medicine	article	10.1056/nejmcpc1310001	16.5	2014-11-20T00:00:00+00:00	2014	11	5	6	0	0.454545454545455	0.545454545454545	0	11	male	0.99	male	0.99	firstlast	Richard Cabot, Eric Rosenberg, Nancy Lee, Jo-Anne Shepard, Alice Cort, Sally Ebeling, Emily McDonald, Kristian Olson, Suzanne Freitag, Jason Johnson, John Branda
91773	2408980	['Nora D Volkow', 'Ruben D Baler', 'Wilson M Compton', 'Susan R B Weiss', 'Volkow ND', 'Baler RD', 'Compton WM', 'Weiss SR', 'Nora D. Volkow', 'Ruben D. Baler', 'Wilson M. Compton', 'Susan R.B. Weiss', 'Volkow, Nora D.', 'Baler, Ruben D.', 'Compton, Wilson M.', 'Weiss, Susan R.B.']	New England Journal of Medicine	article	10.1056/nejmra1402309	778.176	2014-06-05T00:00:00+00:00	2014	6	2	2	0	0.5	0.5	0	4	female	0.97	female	0.98	firstlast	Nora Volkow, Ruben Baler, Wilson Compton, Susan Weiss
93109	36640882	['Burtscher, Martin', 'Landry, Cameron H', 'Connelly, Kim A', 'Dorian, Paul']	New England Journal of Medicine	article	10.1056/nejmc1802593	54.85	2018-04-12T00:00:00+00:00	2018	4	3	1	0	0.75	0.25	0	4	male	0.98	male	0.99	lastfirst	Burtscher Martin, Landry Cameron, Connelly Kim, Dorian Paul
100977	22623058	['Chen, Yang-Yuan', 'Chen, Cheng-Che', 'Yang-Yuan Chen', 'Cheng-Che Chen']	New England Journal of Medicine	article	10.1056/nejmicm1612408	54.85	2017-07-27T00:00:00+00:00	2017	7	2	0	0	1	0	0	2	male	0.64	male	0.73	lastfirst	Chen Yang-Yuan, Chen Cheng-Che
102357	43270438	['Lippman, Marc E.', 'Marc E. Lippman']	New England Journal of Medicine	article	10.1056/nejme1806130	59	2018-06-04T00:00:00+00:00	2018	6	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Lippman Marc
106283	32804126	['Raskind, Murray A.', 'Peskind, Elaine R.', 'Chow, Bruce', 'Harris, Crystal', 'Davis-Karim, Anne', 'Holmes, Hollie A.', 'Hart, Kimberly L.', 'McFall, Miles', 'Mellman, Thomas A.', 'Reist, Christopher', 'Romesser, Jennifer', 'Rosenheck, Robert', 'Shih, Mei-Chiung', 'Stein, Murray B.', 'Swift, Robert', 'Gleason, Theresa', 'Lu, Ying', 'Huang, Grant D.', 'Murray A. Raskind', 'Elaine R. Peskind', 'Bruce Chow', 'Crystal Harris', 'Anne Davis-Karim', 'Hollie A. Holmes', 'Kimberly L. Hart', 'Miles McFall', 'Thomas A. Mellman', 'Christopher Reist', 'Jennifer Romesser', 'Robert Rosenheck', 'Mei-Chiung Shih', 'Murray B. Stein', 'Robert Swift', 'Theresa Gleason', 'Ying Lu', 'Grant D. Huang']	New England Journal of Medicine	article	10.1056/nejmoa1507598	305.78	2018-02-08T00:00:00+00:00	2018	2	9	9	0	0.5	0.5	0	18	male	0.97	male	0.99	lastfirst	Raskind Murray, Peskind Elaine, Chow Bruce, Harris Crystal, Davis-Karim Anne, Holmes Hollie, Hart Kimberly, McFall Miles, Mellman Thomas, Reist Christopher, Romesser Jennifer, Rosenheck Robert, Shih Mei-Chiung, Stein Murray, Swift Robert, Gleason Theresa, Lu Ying, Huang Grant
106683	35705387	['Ameloot, Koen', 'Daemen, Joost', 'Van Mieghem, Nicolas', 'Desch, Steffen', 'Zeymer, Uwe', 'Thiele, Holger']	New England Journal of Medicine	article	10.1056/nejmc1802622	2.25	2018-04-05T00:00:00+00:00	2018	4	6	0	0	1	0	0	6	male	0.99	male	0.99	lastfirst	Ameloot Koen, Daemen Joost, Van Mieghem, Desch Steffen, Zeymer Uwe, Thiele Holger
